% 1. Title: Runtime security attributes
% 
% 2. Sources:
%      (a) Creator: Francisco Ramirez (fmr067@cs.bham.ac,uk)
%      (b) Date: January, 2016
% 
@RELATION selfsecure

@ATTRIBUTE agent                    NUMERIC
@ATTRIBUTE position                 {Administrator,Researcher,Lecturer}
@ATTRIBUTE location                 {SecuredLocation,UnknownLocation,HostileLocation}
@ATTRIBUTE device                   {UniversityDevice,SharedPublicDevice,PersonalDevice}
@ATTRIBUTE informationSensitivity   {TopSecret,Secret,Classified,Restricted,Official,NonClassified,Clearance,CompartmentedInformation}
@ATTRIBUTE asset                    {VoiceCommunication,File}
@ATTRIBUTE feature                  {EncryptionTlsSsl,Proxies,MediaEncryptionSRTP,EncryptionAtRest,EncryptionAtTransit,DifferentEncryptionKeysPerFile,PasswordProtectedFiles,SegmentationOfFiles}
@ATTRIBUTE securityLevel            {Unsecured,FairlySecured,Secured}
%@ATTRIBUTE service                 {VoIPServices,CloudStorageServices}
%@ATTRIBUTE featureSupported        {68bitsWEP2,128bitsAES,1028bitsAES,128bits3DES,256bitsAES,1024bitsAES,ArmyVPNwith64bitsWPA2-PSK,ArmyVPNwith128bitsAES,OnionRooting,NoMediaEncryption,MediaEncryptionIsSupportedSRTP,NoEncryptionAtTransit,NoDifferentEncryptionKeysPerFile,DifferentEncryptionKeysPerFile,NoPasswordProtectedFiles,PasswordProtectedFiles,NoSegmentationOfFiles,SuppportSegmentation}
%@ATTRIBUTE DataRate                NUMERIC  % mbits/s
%@ATTRIBUTE CPU                     NUMERIC  % CPU core @ 2.1 Ghz
%@ATTRIBUTE Memory                  NUMERIC  % Mbyte
%@ATTRIBUTE DiskSpace               NUMERIC  % Gbyte

@data
6274548980,Administrator,SecuredLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,FairlySecured
6274548980,Researcher,SecuredLocation,PersonalDevice,Classified,SpeedAccessFiles,EncryptionAtTransit,Secured
6274548980,Lecturer,HostileLocation,UniversityDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,Secured
6274548980,Researcher,SecuredLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
6274548980,Lecturer,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Unsecured
6036026518,Lecturer,UnknownLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,Unsecured
6036026518,Lecturer,HostileLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
6036026518,Lecturer,HostileLocation,PersonalDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,FairlySecured
6036026518,Lecturer,UnknownLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Unsecured
6036026518,Administrator,HostileLocation,SharedPublicDevice,TopSecret,SpeedAccessFiles,SegmentationOfFiles,Secured
6036026518,Lecturer,SecuredLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
6036026518,Administrator,UnknownLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
6036026518,Researcher,HostileLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
6036026518,Administrator,HostileLocation,PersonalDevice,Classified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
6036026518,Researcher,SecuredLocation,UniversityDevice,Restricted,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
6032803749,Lecturer,SecuredLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,FairlySecured
6032803749,Researcher,SecuredLocation,PersonalDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
6032803749,Researcher,SecuredLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
6032803749,Administrator,HostileLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
6032803749,Lecturer,UnknownLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
6032803749,Administrator,HostileLocation,PersonalDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,Secured
6032803749,Administrator,SecuredLocation,SharedPublicDevice,Classified,SpeedAccessFiles,SegmentationOfFiles,Secured
6032803749,Administrator,UnknownLocation,PersonalDevice,Secret,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
6032803749,Administrator,UnknownLocation,PersonalDevice,Restricted,SpeedAccessFiles,SegmentationOfFiles,Secured
6032803749,Administrator,SecuredLocation,PersonalDevice,Official,SpeedAccessFiles,SegmentationOfFiles,Secured
5795855148,Lecturer,SecuredLocation,UniversityDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,Secured
5795855148,Researcher,HostileLocation,PersonalDevice,Restricted,SpeedAccessFiles,EncryptionAtTransit,Secured
5795855148,Administrator,UnknownLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
5795855148,Researcher,UnknownLocation,SharedPublicDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
5795855148,Researcher,HostileLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,FairlySecured
5795855148,Administrator,SecuredLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
5795855148,Administrator,UnknownLocation,PersonalDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,Secured
5795855148,Administrator,SecuredLocation,PersonalDevice,TopSecret,SpeedAccessFiles,EncryptionAtRest,Secured
5795855148,Lecturer,UnknownLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
5795855148,Lecturer,UnknownLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Unsecured
236926706,Lecturer,SecuredLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
236926706,Lecturer,HostileLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
236926706,Researcher,UnknownLocation,SharedPublicDevice,Classified,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
236926706,Researcher,SecuredLocation,PersonalDevice,Classified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
236926706,Lecturer,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
236926706,Administrator,SecuredLocation,UniversityDevice,Restricted,AvailabilityVoiceCommunication,Proxies,Secured
236926706,Researcher,HostileLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
236926706,Lecturer,HostileLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,SegmentationOfFiles,Secured
236926706,Administrator,HostileLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
236926706,Administrator,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Unsecured
7789131674,Administrator,SecuredLocation,UniversityDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,Secured
7789131674,Researcher,HostileLocation,UniversityDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
7789131674,Administrator,SecuredLocation,PersonalDevice,TopSecret,AvailabilityVoiceCommunication,Proxies,Secured
7789131674,Researcher,UnknownLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
7789131674,Administrator,HostileLocation,UniversityDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
4560270915,Researcher,UnknownLocation,UniversityDevice,Restricted,SpeedAccessFiles,EncryptionAtRest,FairlySecured
4560270915,Lecturer,HostileLocation,UniversityDevice,Clearance,SpeedAccessFiles,EncryptionAtTransit,Secured
4560270915,Researcher,SecuredLocation,PersonalDevice,Official,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
4560270915,Lecturer,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
4560270915,Lecturer,HostileLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
314354817,Researcher,UnknownLocation,SharedPublicDevice,Official,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
314354817,Administrator,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
314354817,Researcher,HostileLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,FairlySecured
314354817,Lecturer,SecuredLocation,PersonalDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,Secured
314354817,Researcher,HostileLocation,SharedPublicDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
4366802793,Administrator,UnknownLocation,PersonalDevice,Classified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
4366802793,Lecturer,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,FairlySecured
4366802793,Lecturer,HostileLocation,PersonalDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
4366802793,Administrator,SecuredLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Unsecured
4366802793,Lecturer,UnknownLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
8776464614,Lecturer,HostileLocation,UniversityDevice,Clearance,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
8776464614,Researcher,HostileLocation,SharedPublicDevice,Classified,AvailabilityVoiceCommunication,Proxies,Secured
8776464614,Lecturer,SecuredLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,Secured
8776464614,Administrator,SecuredLocation,PersonalDevice,Official,SpeedAccessFiles,SegmentationOfFiles,Secured
8776464614,Administrator,UnknownLocation,PersonalDevice,Classified,SpeedAccessFiles,EncryptionAtTransit,Secured
8892158464,Lecturer,UnknownLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,Secured
8892158464,Researcher,UnknownLocation,PersonalDevice,Classified,SpeedAccessFiles,EncryptionAtRest,Secured
8892158464,Lecturer,HostileLocation,UniversityDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
8892158464,Administrator,UnknownLocation,UniversityDevice,Secret,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
8892158464,Lecturer,SecuredLocation,UniversityDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
8705887126,Lecturer,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
8705887126,Researcher,SecuredLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
8705887126,Researcher,SecuredLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
8705887126,Lecturer,SecuredLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,Secured
8705887126,Lecturer,UnknownLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
4956617379,Researcher,HostileLocation,UniversityDevice,Restricted,SpeedAccessFiles,EncryptionAtRest,Secured
9708826937,Administrator,SecuredLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
1810922546,Lecturer,SecuredLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
7440024202,Lecturer,UnknownLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,Secured
5455436818,Researcher,UnknownLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
6270376142,Administrator,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,Secured
6270376142,Researcher,SecuredLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
6270376142,Lecturer,UnknownLocation,UniversityDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,Unsecured
6270376142,Researcher,HostileLocation,SharedPublicDevice,Official,AvailabilityVoiceCommunication,Proxies,FairlySecured
6270376142,Researcher,UnknownLocation,SharedPublicDevice,Official,SpeedAccessFiles,SegmentationOfFiles,Unsecured
6270376142,Researcher,HostileLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
6270376142,Researcher,SecuredLocation,PersonalDevice,Official,SpeedAccessFiles,EncryptionAtRest,Secured
6270376142,Researcher,SecuredLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Unsecured
3360699156,Lecturer,HostileLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
3360699156,Researcher,SecuredLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
3360699156,Lecturer,HostileLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
3360699156,Researcher,UnknownLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,Proxies,Secured
3360699156,Lecturer,SecuredLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
3360699156,Lecturer,UnknownLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
3360699156,Administrator,HostileLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
3360699156,Administrator,HostileLocation,PersonalDevice,Secret,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
3963711242,Researcher,SecuredLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
3963711242,Researcher,HostileLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtRest,FairlySecured
3963711242,Administrator,UnknownLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,EncryptionAtTransit,Unsecured
3963711242,Researcher,UnknownLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Unsecured
3963711242,Lecturer,SecuredLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
3963711242,Administrator,SecuredLocation,SharedPublicDevice,Secret,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
3963711242,Lecturer,UnknownLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,Secured
3963711242,Lecturer,HostileLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Secured
5230434516,Researcher,UnknownLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
5230434516,Researcher,UnknownLocation,SharedPublicDevice,Classified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
5230434516,Administrator,SecuredLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
5230434516,Administrator,SecuredLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
5230434516,Researcher,HostileLocation,SharedPublicDevice,Official,AvailabilityVoiceCommunication,Proxies,FairlySecured
5230434516,Researcher,UnknownLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,PasswordProtectedFiles,Unsecured
5230434516,Researcher,UnknownLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,EncryptionAtTransit,Unsecured
5230434516,Researcher,HostileLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
1703824293,Researcher,SecuredLocation,PersonalDevice,Restricted,SpeedAccessFiles,PasswordProtectedFiles,Secured
1703824293,Researcher,UnknownLocation,UniversityDevice,Classified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
1703824293,Administrator,HostileLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,Proxies,Secured
1703824293,Lecturer,SecuredLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
1703824293,Lecturer,SecuredLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Unsecured
1703824293,Researcher,SecuredLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtRest,FairlySecured
1703824293,Researcher,UnknownLocation,PersonalDevice,Restricted,SpeedAccessFiles,EncryptionAtRest,Secured
1703824293,Administrator,UnknownLocation,PersonalDevice,Secret,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
1927450604,Administrator,SecuredLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,SegmentationOfFiles,Secured
1927450604,Researcher,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
1927450604,Administrator,UnknownLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
1927450604,Administrator,UnknownLocation,UniversityDevice,TopSecret,SpeedAccessFiles,PasswordProtectedFiles,Secured
1927450604,Administrator,UnknownLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
1927450604,Administrator,HostileLocation,UniversityDevice,Classified,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
1927450604,Lecturer,HostileLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,Secured
1927450604,Administrator,UnknownLocation,SharedPublicDevice,Secret,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
1927450604,Administrator,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
1927450604,Researcher,HostileLocation,SharedPublicDevice,Classified,SpeedAccessFiles,PasswordProtectedFiles,Secured
6618333823,Researcher,UnknownLocation,UniversityDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Unsecured
6618333823,Administrator,HostileLocation,PersonalDevice,TopSecret,SpeedAccessFiles,SegmentationOfFiles,Secured
6618333823,Administrator,SecuredLocation,PersonalDevice,TopSecret,SpeedAccessFiles,SegmentationOfFiles,Secured
6618333823,Researcher,SecuredLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
6618333823,Researcher,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,Secured
6618333823,Researcher,HostileLocation,PersonalDevice,Restricted,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
6618333823,Researcher,SecuredLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
6618333823,Lecturer,SecuredLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Secured
6618333823,Administrator,SecuredLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
6618333823,Administrator,SecuredLocation,PersonalDevice,Secret,SpeedAccessFiles,EncryptionAtRest,Secured
2704995636,Administrator,SecuredLocation,PersonalDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,Secured
2704995636,Lecturer,HostileLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2704995636,Administrator,UnknownLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
2704995636,Researcher,SecuredLocation,PersonalDevice,Official,SpeedAccessFiles,PasswordProtectedFiles,Secured
2704995636,Researcher,HostileLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2704995636,Researcher,SecuredLocation,UniversityDevice,Classified,AvailabilityVoiceCommunication,Proxies,FairlySecured
2704995636,Administrator,HostileLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,Secured
2704995636,Researcher,SecuredLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Unsecured
2704995636,Administrator,SecuredLocation,SharedPublicDevice,TopSecret,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
2704995636,Administrator,SecuredLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,Secured
1736085785,Researcher,UnknownLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,PasswordProtectedFiles,Unsecured
1736085785,Researcher,UnknownLocation,PersonalDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,Secured
1736085785,Researcher,SecuredLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
1736085785,Researcher,UnknownLocation,PersonalDevice,Classified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
1736085785,Administrator,SecuredLocation,UniversityDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,Unsecured
1736085785,Lecturer,HostileLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
1736085785,Administrator,HostileLocation,UniversityDevice,TopSecret,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
1736085785,Administrator,UnknownLocation,PersonalDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,Secured
1736085785,Researcher,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,Secured
1736085785,Researcher,HostileLocation,UniversityDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,Secured
2987304060,Researcher,HostileLocation,UniversityDevice,Official,SpeedAccessFiles,EncryptionAtRest,FairlySecured
2987304060,Researcher,HostileLocation,UniversityDevice,Restricted,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2987304060,Administrator,HostileLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
2987304060,Lecturer,HostileLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,Secured
2987304060,Lecturer,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Secured
2987304060,Administrator,SecuredLocation,PersonalDevice,TopSecret,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
2987304060,Lecturer,UnknownLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2987304060,Administrator,UnknownLocation,PersonalDevice,Clearance,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
2987304060,Administrator,SecuredLocation,PersonalDevice,Classified,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
2987304060,Administrator,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
1684303828,Administrator,HostileLocation,SharedPublicDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
1684303828,Administrator,HostileLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
1684303828,Researcher,UnknownLocation,SharedPublicDevice,Classified,SpeedAccessFiles,EncryptionAtRest,Unsecured
1684303828,Researcher,HostileLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
1684303828,Researcher,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
1684303828,Lecturer,HostileLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,FairlySecured
1684303828,Lecturer,SecuredLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
1684303828,Lecturer,HostileLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,PasswordProtectedFiles,Secured
1684303828,Administrator,UnknownLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
1684303828,Administrator,HostileLocation,UniversityDevice,Secret,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
148365351,Administrator,UnknownLocation,SharedPublicDevice,Classified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
148365351,Administrator,UnknownLocation,SharedPublicDevice,Official,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
148365351,Lecturer,UnknownLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
148365351,Administrator,SecuredLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
148365351,Researcher,UnknownLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Unsecured
148365351,Lecturer,UnknownLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,FairlySecured
148365351,Researcher,HostileLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,SegmentationOfFiles,Secured
148365351,Researcher,UnknownLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
148365351,Lecturer,HostileLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
148365351,Researcher,UnknownLocation,UniversityDevice,Official,SpeedAccessFiles,EncryptionAtRest,Secured
3697176596,Researcher,SecuredLocation,UniversityDevice,Restricted,SpeedAccessFiles,EncryptionAtRest,FairlySecured
3697176596,Researcher,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
3697176596,Researcher,HostileLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
3697176596,Administrator,SecuredLocation,PersonalDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
3697176596,Administrator,SecuredLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,SegmentationOfFiles,Secured
9554131783,Lecturer,SecuredLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
9554131783,Lecturer,UnknownLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,SegmentationOfFiles,Secured
9554131783,Researcher,HostileLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
9554131783,Researcher,SecuredLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,PasswordProtectedFiles,Secured
9554131783,Lecturer,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
9937287299,Administrator,SecuredLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,Proxies,FairlySecured
9937287299,Researcher,SecuredLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,PasswordProtectedFiles,Secured
9937287299,Researcher,HostileLocation,SharedPublicDevice,Official,SpeedAccessFiles,PasswordProtectedFiles,Secured
9937287299,Researcher,HostileLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
9937287299,Lecturer,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
3036966990,Lecturer,HostileLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,FairlySecured
